dispute_id,amount,scenario,reason,delivery_status,delivery_proof,refund_status,customer_message,merchant_message,transaction_date,delivery_date,ground_truth
CB00477,11563,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-08-18,2026-08-20,CONTEST
CB00615,17986,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-06-08,2026-06-13,HUMAN_REVIEW
CB00555,6554,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-04-25,2026-05-01,DO_NOT_CONTEST
CB00366,2969,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-18,2026-03-26,DO_NOT_CONTEST
CB00771,14921,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-07-02,2026-07-05,HUMAN_REVIEW
CB00631,17939,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-08-22,2026-08-23,HUMAN_REVIEW
CB00941,13842,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-15,2026-04-21,HUMAN_REVIEW
CB00798,4659,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-26,2026-07-27,HUMAN_REVIEW
CB00497,9719,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-03-26,2026-04-03,HUMAN_REVIEW
CB00925,18589,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-06-16,2026-06-25,HUMAN_REVIEW
CB00370,9500,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-27,2026-06-05,CONTEST
CB00597,9516,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-04-05,2026-04-15,CONTEST
CB00721,16447,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-04-05,2026-04-08,DO_NOT_CONTEST
CB00054,12109,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-05-12,2026-05-20,HUMAN_REVIEW
CB00427,4871,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-27,2026-06-05,CONTEST
CB00057,6732,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-07-21,2026-07-28,HUMAN_REVIEW
CB00265,19753,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-15,2026-03-22,HUMAN_REVIEW
CB00773,3792,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-25,2026-08-04,DO_NOT_CONTEST
CB00186,19819,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-31,2026-08-04,HUMAN_REVIEW
CB00467,2930,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-28,2026-05-07,HUMAN_REVIEW
CB00790,5591,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-17,2026-05-27,HUMAN_REVIEW
CB00175,17428,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-08-04,2026-08-08,DO_NOT_CONTEST
CB00151,15399,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-31,2026-06-07,HUMAN_REVIEW
CB00742,4942,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-08-10,2026-08-15,HUMAN_REVIEW
CB00114,18666,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-07,2026-07-14,DO_NOT_CONTEST
CB00429,16180,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-22,2026-07-24,DO_NOT_CONTEST
CB00966,6672,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-04-15,2026-04-19,DO_NOT_CONTEST
CB00019,18002,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-07-15,2026-07-23,DO_NOT_CONTEST
CB00190,10072,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-15,2026-03-23,DO_NOT_CONTEST
CB00415,8286,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-25,2026-07-26,HUMAN_REVIEW
CB00590,19962,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-03,2026-05-13,CONTEST
CB00667,6054,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-18,2026-06-23,DO_NOT_CONTEST
CB00764,17521,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-08-23,2026-08-24,HUMAN_REVIEW
CB00222,9944,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-07,2026-04-08,HUMAN_REVIEW
CB00587,5583,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-08,2026-07-10,HUMAN_REVIEW
CB00582,4857,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-07-26,2026-07-29,HUMAN_REVIEW
CB00300,4626,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-08-08,2026-08-17,DO_NOT_CONTEST
CB00639,3563,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-05-20,2026-05-27,HUMAN_REVIEW
CB00387,12843,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-07-24,2026-08-02,HUMAN_REVIEW
CB00365,6964,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-24,2026-03-27,DO_NOT_CONTEST
CB00880,6245,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-08,2026-06-13,HUMAN_REVIEW
CB00335,1448,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-17,2026-06-22,DO_NOT_CONTEST
CB00017,5829,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-27,2026-05-31,HUMAN_REVIEW
CB00203,13886,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-03-02,2026-03-12,HUMAN_REVIEW
CB00002,7814,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-30,2026-08-08,DO_NOT_CONTEST
CB00039,10576,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-08-11,2026-08-15,DO_NOT_CONTEST
CB00291,13235,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-05-23,2026-06-01,HUMAN_REVIEW
CB00494,16797,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-08-02,2026-08-09,CONTEST
CB00248,13934,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-08-06,2026-08-14,DO_NOT_CONTEST
CB00507,13652,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-08-14,2026-08-15,CONTEST
CB00897,18425,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-31,2026-06-10,HUMAN_REVIEW
CB00714,13362,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-28,2026-06-03,HUMAN_REVIEW
CB00892,12799,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-04-25,2026-05-05,HUMAN_REVIEW
CB00077,18948,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-07,2026-08-16,HUMAN_REVIEW
CB00912,9131,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-18,2026-06-28,DO_NOT_CONTEST
CB00793,14737,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-01,2026-05-11,HUMAN_REVIEW
CB00509,15474,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-23,2026-04-01,DO_NOT_CONTEST
CB00178,3549,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-06-30,2026-07-07,HUMAN_REVIEW
CB00843,13626,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-03-03,2026-03-05,HUMAN_REVIEW
CB00201,9171,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-07-16,2026-07-20,HUMAN_REVIEW
CB00766,16153,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-06-28,2026-07-05,HUMAN_REVIEW
CB00910,12999,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-07-09,2026-07-17,HUMAN_REVIEW
CB00294,12641,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-05-04,2026-05-12,DO_NOT_CONTEST
CB00539,2220,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-12,2026-05-18,HUMAN_REVIEW
CB00025,5181,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-21,2026-07-25,HUMAN_REVIEW
CB00695,16899,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-05-29,2026-05-30,DO_NOT_CONTEST
CB00211,15858,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-02-27,2026-03-06,HUMAN_REVIEW
CB00425,1032,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-08,2026-08-14,HUMAN_REVIEW
CB00529,9970,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-02,2026-03-10,DO_NOT_CONTEST
CB00035,6354,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-03-18,2026-03-23,HUMAN_REVIEW
CB00929,19593,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-07-29,2026-08-08,HUMAN_REVIEW
CB00399,6857,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-03-05,2026-03-15,HUMAN_REVIEW
CB00608,6741,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-18,2026-06-25,CONTEST
CB00299,1199,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-01,2026-06-05,CONTEST
CB00849,1466,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-03-04,2026-03-11,HUMAN_REVIEW
CB00669,5979,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-16,2026-06-23,HUMAN_REVIEW
CB00283,15402,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-03-06,2026-03-11,HUMAN_REVIEW
CB00940,3425,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-05-04,2026-05-08,DO_NOT_CONTEST
CB00945,7077,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-23,2026-06-24,CONTEST
CB00607,15238,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-02,2026-08-11,HUMAN_REVIEW
CB00960,11926,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-06-22,2026-06-26,HUMAN_REVIEW
CB00935,8284,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-04-26,2026-05-01,CONTEST
CB00732,9278,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-04-09,2026-04-10,HUMAN_REVIEW
CB00288,13879,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-07-21,2026-07-22,HUMAN_REVIEW
CB00528,9642,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-06-29,2026-07-04,HUMAN_REVIEW
CB00808,14241,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-04,2026-06-08,DO_NOT_CONTEST
CB00230,8341,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-07,2026-06-16,DO_NOT_CONTEST
CB00437,6621,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-03-01,2026-03-09,HUMAN_REVIEW
CB00029,4092,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-18,2026-03-21,DO_NOT_CONTEST
CB00375,18663,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-02,2026-05-12,CONTEST
CB00820,11477,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-10,2026-03-17,CONTEST
CB00317,14596,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-02-27,2026-03-01,HUMAN_REVIEW
CB00561,16966,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-02,2026-03-04,HUMAN_REVIEW
CB00242,6681,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-01,2026-04-08,DO_NOT_CONTEST
CB00150,9024,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-03,2026-06-07,HUMAN_REVIEW
CB00517,19427,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-08-12,2026-08-22,DO_NOT_CONTEST
CB00418,18065,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-17,2026-03-26,CONTEST
CB00661,3360,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-05-07,2026-05-15,DO_NOT_CONTEST
CB00199,10243,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-08,2026-06-18,HUMAN_REVIEW
CB00586,8025,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-30,2026-05-06,DO_NOT_CONTEST
CB00326,18905,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-03-07,2026-03-09,HUMAN_REVIEW
CB00824,8084,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-02-27,2026-03-05,HUMAN_REVIEW
CB00703,5885,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-15,2026-04-18,DO_NOT_CONTEST
CB00950,15117,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-04-26,2026-05-06,DO_NOT_CONTEST
CB00516,1373,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-06-19,2026-06-29,HUMAN_REVIEW
CB00865,8251,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-02-28,2026-03-06,HUMAN_REVIEW
CB00837,5360,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-06-23,2026-06-29,HUMAN_REVIEW
CB00878,16464,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-07-12,2026-07-21,HUMAN_REVIEW
CB00360,13621,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-16,2026-05-21,HUMAN_REVIEW
CB00595,11007,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-09,2026-06-12,DO_NOT_CONTEST
CB00789,10655,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-04-17,2026-04-21,HUMAN_REVIEW
CB00189,9488,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-08-12,2026-08-21,CONTEST
CB00067,2497,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-11,2026-08-12,HUMAN_REVIEW
CB00356,14186,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-27,2026-08-03,HUMAN_REVIEW
CB00800,2592,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-31,2026-04-02,HUMAN_REVIEW
CB00903,13374,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-07-17,2026-07-18,HUMAN_REVIEW
CB00921,4634,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-09,2026-05-11,CONTEST
CB00943,17106,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-07-22,2026-07-31,HUMAN_REVIEW
CB00331,7848,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-28,2026-06-06,HUMAN_REVIEW
CB00728,3208,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-30,2026-07-05,CONTEST
CB00397,15055,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-03,2026-05-07,HUMAN_REVIEW
CB00464,4752,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-09,2026-08-14,HUMAN_REVIEW
CB00394,4794,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-07-17,2026-07-20,HUMAN_REVIEW
CB00312,4037,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-05-04,2026-05-06,HUMAN_REVIEW
CB00681,18976,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-27,2026-04-05,DO_NOT_CONTEST
CB00745,16538,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-31,2026-04-05,DO_NOT_CONTEST
CB00922,14766,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-18,2026-03-21,DO_NOT_CONTEST
CB00462,5050,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-21,2026-04-22,DO_NOT_CONTEST
CB00523,15953,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-07-21,2026-07-30,CONTEST
CB00632,17847,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-10,2026-04-15,HUMAN_REVIEW
CB00491,8635,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-03,2026-06-13,DO_NOT_CONTEST
CB00196,18943,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-08-04,2026-08-08,HUMAN_REVIEW
CB00257,10113,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-22,2026-05-29,HUMAN_REVIEW
CB00694,13316,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-03-05,2026-03-15,HUMAN_REVIEW
CB00741,9980,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-16,2026-04-18,HUMAN_REVIEW
CB00578,2761,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-08-17,2026-08-22,HUMAN_REVIEW
CB00158,15738,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-23,2026-05-26,HUMAN_REVIEW
CB00613,7201,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-25,2026-07-04,HUMAN_REVIEW
CB00393,17753,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-09,2026-03-15,CONTEST
CB00970,13222,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-29,2026-04-08,CONTEST
CB00689,19958,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-07-29,2026-08-02,HUMAN_REVIEW
CB00362,3002,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-04-12,2026-04-21,HUMAN_REVIEW
CB00817,16666,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-08,2026-04-12,DO_NOT_CONTEST
