dispute_id,amount,scenario,reason,delivery_status,delivery_proof,refund_status,customer_message,merchant_message,transaction_date,delivery_date,ground_truth
CB00020,12933,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-15,2026-03-24,HUMAN_REVIEW
CB00021,7696,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-11,2026-08-15,HUMAN_REVIEW
CB00022,1551,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-15,2026-05-20,HUMAN_REVIEW
CB00023,2668,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-02,2026-04-08,DO_NOT_CONTEST
CB00024,7467,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-05-16,2026-05-24,HUMAN_REVIEW
CB00025,5181,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-21,2026-07-25,HUMAN_REVIEW
CB00026,18894,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-29,2026-04-05,HUMAN_REVIEW
CB00027,19621,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-05-25,2026-05-29,HUMAN_REVIEW
CB00028,5032,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-08-02,2026-08-03,HUMAN_REVIEW
CB00029,4092,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-18,2026-03-21,DO_NOT_CONTEST
CB00030,14333,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-19,2026-05-26,HUMAN_REVIEW
CB00031,15837,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-06,2026-04-07,HUMAN_REVIEW
CB00032,4253,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-14,2026-03-20,HUMAN_REVIEW
CB00033,4155,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-06,2026-05-09,HUMAN_REVIEW
CB00034,15367,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-19,2026-06-28,CONTEST
CB00035,6354,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-03-18,2026-03-23,HUMAN_REVIEW
CB00036,17135,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-07-17,2026-07-23,DO_NOT_CONTEST
CB00037,5793,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-25,2026-03-31,CONTEST
CB00038,16510,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-07-28,2026-08-03,CONTEST
CB00039,10576,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-08-11,2026-08-15,DO_NOT_CONTEST
CB00040,19091,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-04,2026-08-12,HUMAN_REVIEW
CB00041,2767,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-24,2026-08-01,DO_NOT_CONTEST
CB00042,18515,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-19,2026-06-28,DO_NOT_CONTEST
CB00043,14365,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-09,2026-04-13,DO_NOT_CONTEST
CB00044,10714,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-03-07,2026-03-13,HUMAN_REVIEW
CB00045,14855,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-07-26,2026-07-30,HUMAN_REVIEW
CB00046,7862,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-31,2026-06-01,HUMAN_REVIEW
CB00047,19777,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-28,2026-04-01,DO_NOT_CONTEST
CB00048,735,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-03-17,2026-03-18,HUMAN_REVIEW
CB00049,8001,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-17,2026-08-23,HUMAN_REVIEW
CB00050,2821,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-15,2026-06-23,DO_NOT_CONTEST
CB00051,7520,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-04-01,2026-04-11,DO_NOT_CONTEST
CB00052,15988,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-26,2026-05-03,DO_NOT_CONTEST
CB00053,6739,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-01,2026-08-08,HUMAN_REVIEW
CB00054,12109,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-05-12,2026-05-20,HUMAN_REVIEW
CB00055,2275,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-10,2026-08-17,HUMAN_REVIEW
CB00056,11618,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-06-23,2026-06-27,HUMAN_REVIEW
CB00057,6732,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-07-21,2026-07-28,HUMAN_REVIEW
CB00058,6512,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-29,2026-05-03,HUMAN_REVIEW
CB00059,2970,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-07,2026-04-09,HUMAN_REVIEW
CB00060,2157,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-08-02,2026-08-06,CONTEST
CB00061,5949,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-23,2026-05-01,HUMAN_REVIEW
CB00062,7504,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-08-10,2026-08-13,HUMAN_REVIEW
CB00063,12918,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-18,2026-05-23,CONTEST
CB00064,15409,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-09,2026-05-18,HUMAN_REVIEW
CB00065,16447,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-08,2026-07-13,DO_NOT_CONTEST
CB00066,7633,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-30,2026-04-08,CONTEST
CB00067,2497,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-11,2026-08-12,HUMAN_REVIEW
CB00068,19642,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-19,2026-04-28,HUMAN_REVIEW
CB00069,5658,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-04-17,2026-04-19,CONTEST
CB00070,6589,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-03-26,2026-03-28,HUMAN_REVIEW
CB00071,8207,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-07-26,2026-08-05,HUMAN_REVIEW
CB00072,8567,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-20,2026-03-22,CONTEST
CB00073,14237,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-06-20,2026-06-24,HUMAN_REVIEW
CB00074,10795,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-19,2026-06-26,DO_NOT_CONTEST
CB00075,4788,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-30,2026-05-06,HUMAN_REVIEW
CB00076,2877,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-04-30,2026-05-10,CONTEST
CB00077,18948,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-08-07,2026-08-16,HUMAN_REVIEW
CB00078,7484,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-23,2026-07-29,HUMAN_REVIEW
CB00079,2754,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-05-23,2026-05-28,DO_NOT_CONTEST
CB00080,5669,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-08,2026-04-13,HUMAN_REVIEW
CB00081,17832,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-03-08,2026-03-17,CONTEST
CB00082,10310,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-07-22,2026-07-27,HUMAN_REVIEW
CB00083,4282,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-04-06,2026-04-09,HUMAN_REVIEW
CB00084,9424,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-03-24,2026-03-28,HUMAN_REVIEW
CB00085,11735,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-03,2026-03-08,DO_NOT_CONTEST
CB00086,17061,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-06-22,2026-06-23,HUMAN_REVIEW
CB00087,3524,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-16,2026-06-17,HUMAN_REVIEW
CB00088,616,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-07-23,2026-07-28,HUMAN_REVIEW
CB00089,5794,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-06,2026-04-13,HUMAN_REVIEW
CB00090,18879,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-07-28,2026-07-30,CONTEST
CB00091,5384,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-23,2026-06-02,CONTEST
CB00092,18605,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-05-07,2026-05-10,DO_NOT_CONTEST
CB00093,1870,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-24,2026-05-25,HUMAN_REVIEW
CB00094,12224,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-04,2026-03-08,DO_NOT_CONTEST
CB00095,3868,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-04-04,2026-04-11,HUMAN_REVIEW
CB00096,5564,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-07-15,2026-07-18,DO_NOT_CONTEST
CB00097,14010,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-07-11,2026-07-17,CONTEST
CB00098,13991,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-18,2026-06-21,DO_NOT_CONTEST
CB00099,4042,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-08-16,2026-08-24,HUMAN_REVIEW
CB00100,7788,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-30,2026-05-06,DO_NOT_CONTEST
CB00101,10500,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-29,2026-06-30,DO_NOT_CONTEST
CB00102,6828,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-02,2026-06-07,HUMAN_REVIEW
CB00103,2774,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-28,2026-06-06,HUMAN_REVIEW
CB00104,13596,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-18,2026-08-20,HUMAN_REVIEW
CB00105,9059,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-30,2026-04-04,DO_NOT_CONTEST
CB00106,1753,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-03-26,2026-04-02,HUMAN_REVIEW
CB00107,11827,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-06,2026-05-16,HUMAN_REVIEW
CB00108,17258,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-19,2026-05-29,HUMAN_REVIEW
CB00109,6728,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-08-14,2026-08-21,HUMAN_REVIEW
CB00110,555,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-05-24,2026-05-31,DO_NOT_CONTEST
CB00111,2792,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-03-19,2026-03-25,HUMAN_REVIEW
CB00112,4583,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-18,2026-04-23,HUMAN_REVIEW
CB00113,13882,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-14,2026-05-19,HUMAN_REVIEW
CB00114,18666,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-07-07,2026-07-14,DO_NOT_CONTEST
CB00115,12923,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-21,2026-03-31,DO_NOT_CONTEST
CB00116,10361,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-07,2026-04-08,HUMAN_REVIEW
CB00117,10457,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-07-03,2026-07-10,HUMAN_REVIEW
CB00118,19504,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-04-28,2026-05-06,HUMAN_REVIEW
CB00119,14988,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-17,2026-04-25,DO_NOT_CONTEST
CB00120,6060,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-06-14,2026-06-23,HUMAN_REVIEW
CB00121,11483,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-06-26,2026-07-01,HUMAN_REVIEW
CB00122,7861,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-07-19,2026-07-20,DO_NOT_CONTEST
CB00123,2014,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-26,2026-05-06,DO_NOT_CONTEST
CB00124,2886,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-05-11,2026-05-21,HUMAN_REVIEW
CB00125,6871,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-21,2026-04-28,HUMAN_REVIEW
CB00126,8494,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-03-11,2026-03-12,DO_NOT_CONTEST
CB00127,3992,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-30,2026-07-03,HUMAN_REVIEW
CB00128,17472,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-08-13,2026-08-22,HUMAN_REVIEW
CB00129,8665,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-01,2026-05-04,HUMAN_REVIEW
CB00130,15725,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-04,2026-05-14,HUMAN_REVIEW
CB00131,17040,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-07,2026-04-15,HUMAN_REVIEW
CB00132,5715,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-05-02,2026-05-07,HUMAN_REVIEW
CB00133,8601,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-04-14,2026-04-22,HUMAN_REVIEW
CB00134,8339,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-05,2026-05-07,HUMAN_REVIEW
CB00135,9862,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-06-17,2026-06-23,DO_NOT_CONTEST
CB00136,10976,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-07-21,2026-07-24,HUMAN_REVIEW
CB00137,8077,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-03-01,2026-03-04,HUMAN_REVIEW
CB00138,7510,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-05-11,2026-05-18,HUMAN_REVIEW
CB00139,11342,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-05-11,2026-05-12,HUMAN_REVIEW
CB00140,7277,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-05-18,2026-05-28,HUMAN_REVIEW
CB00141,1140,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-25,2026-04-26,HUMAN_REVIEW
CB00142,12026,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-18,2026-05-25,HUMAN_REVIEW
CB00143,18136,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-04-23,2026-04-27,DO_NOT_CONTEST
CB00144,9443,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-04-23,2026-04-24,HUMAN_REVIEW
CB00145,13242,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-03-07,2026-03-14,HUMAN_REVIEW
CB00146,5908,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-07-24,2026-08-03,HUMAN_REVIEW
CB00147,18002,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-17,2026-05-27,CONTEST
CB00148,18993,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-08-04,2026-08-11,CONTEST
CB00149,4946,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-07-10,2026-07-11,HUMAN_REVIEW
CB00150,9024,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-03,2026-06-07,HUMAN_REVIEW
CB00151,15399,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-05-31,2026-06-07,HUMAN_REVIEW
CB00152,9617,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-06-22,2026-06-24,HUMAN_REVIEW
CB00153,15911,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-04-09,2026-04-10,CONTEST
CB00154,11967,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-03-12,2026-03-14,DO_NOT_CONTEST
CB00155,1819,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-23,2026-06-27,CONTEST
CB00156,1167,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-25,2026-06-28,DO_NOT_CONTEST
CB00157,16017,missing_delivery_evidence,product_not_received,unknown,False,not_issued,I did not receive my order.,We could not find delivery confirmation.,2026-04-03,2026-04-07,HUMAN_REVIEW
CB00158,15738,contradictory_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Customer previously confirmed that the order was received.,2026-05-23,2026-05-26,HUMAN_REVIEW
CB00159,4253,refund_issued,product_not_received,delivered,True,issued,I did not receive my order.,Refund has already been issued to the customer.,2026-06-07,2026-06-09,DO_NOT_CONTEST
CB00160,19462,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-06-07,2026-06-17,CONTEST
CB00161,12798,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-07-06,2026-07-08,HUMAN_REVIEW
CB00162,19901,delivery_failure,product_not_received,failed,False,not_issued,I did not receive my order.,Courier delivery attempt failed.,2026-07-30,2026-08-04,DO_NOT_CONTEST
CB00163,4466,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-29,2026-06-07,CONTEST
CB00164,14537,unauthorized_transaction,unauthorized_transaction,unknown,False,not_issued,I do not recognize this transaction.,The transaction requires further verification.,2026-08-08,2026-08-17,HUMAN_REVIEW
CB00165,11681,strong_delivery_evidence,product_not_received,delivered,True,not_issued,I did not receive my order.,Delivery was completed and proof is available.,2026-05-10,2026-05-18,CONTEST
CB00166,3958,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-05-25,2026-06-02,HUMAN_REVIEW
CB00167,5513,duplicate_charge,duplicate_charge,delivered,True,not_issued,I was charged twice for the same order.,Two payment records were detected.,2026-07-11,2026-07-20,HUMAN_REVIEW
CB00168,9350,weak_evidence,product_not_as_described,delivered,True,not_issued,The product I received was not as described.,No additional evidence is available.,2026-04-28,2026-05-05,HUMAN_REVIEW
